society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
shapoorji pallonji joyville gurugram,Sector 102 ,2.95,17675.0,3,3,3,7,East,Relatively New,1488.0,0,1,1,0,0,Semi-Furnished,0,28.47977005370386,76.97451677173525
dlf new town heights 1,Sector 90 ,2.58,10914.0,4,4,3+,10,West,Relatively New,2107.0,0,1,0,1,0,Unknown,0,28.408011599722222,76.93004829972223
dlf the skycourt,Sector 86 ,2.25,11664.0,3,3,3+,12,North,Relatively New,1693.0,0,1,0,1,0,Semi-Furnished,0,28.397058333333334,76.93519722222223
smart world orchard,Sector 61 ,2.45,15361.0,3,3,3,3,North-West,Relatively New,1833.0,1,0,0,0,0,Semi-Furnished,0,28.40845277777777,77.09903055555554
sobha city,Sector 108 ,4.35,20994.0,3,3,2,14,East,Relatively New,1675.0,1,0,0,0,0,Unknown,0,28.516395555555555,76.99411772222223
m3m the marina,Sector 68 ,2.35,13459.0,3,3,3,16,East,Relatively New,1746.0,0,0,1,0,0,Semi-Furnished,0,28.376011294547,77.043588862517
conscient elevate,Sector 59 ,5.1,24344.0,3,4,3,25,North,Relatively New,1867.0,1,1,1,0,0,Semi-Furnished,14,28.408454435152542,77.10555206984023
orris carnation residency,Sector 85 ,1.72,8709.0,4,4,3,5,North-East,Relatively New,1700.0,0,0,0,0,1,Semi-Furnished,24,28.4048687,76.9514784
ireo skyon,Sector 60 ,6.15,21964.0,4,5,3,14,West,Old Property,2496.0,1,1,1,1,0,Semi-Furnished,12,28.3993842,77.0959021
m3m capital,Sector 113  ,3.68,17524.0,4,3,2,20,East,New Property,1872.0,1,0,0,0,0,Semi-Furnished,8,28.521175,77.02828055555555
dlf the icon,DLF Phase 5,8.8,31317.0,4,4,3,15,East,Moderately Old,3230.0,1,0,0,0,0,Semi-Furnished,6,28.451472222222225,77.09310555555555
emaar mgf palm terraces select,Sector 66 ,3.95,16390.0,4,5,3+,6,North,Relatively New,2108.0,0,1,0,0,0,Semi-Furnished,10,28.401470827431,77.055309177102
mahindra luminare,Sector 59 ,7.21,24154.0,3,4,2,16,North-East,Relatively New,2468.0,0,1,0,0,0,Semi-Furnished,16,28.4099462,77.1085085
smartworld one dxp,Sector 113  ,4.17,17020.0,3,3,3+,14,North-West,New Property,2184.0,0,1,0,1,0,Semi-Furnished,0,28.524797222222222,77.03076944444445
godrej meridien,Sector 106 ,2.85,20849.0,3,3,3+,22,East,New Property,1572.0,0,0,0,0,1,Semi-Furnished,0,28.502787898204573,76.98662223294552
satya the hermitage,Sector 103 ,1.75,8790.0,3,4,3+,9,East,Relatively New,1775.0,0,1,0,0,0,Unknown,11,28.495519444444444,76.98720555555556
adani m2k oyster grande,Sector 102 ,3.85,12039.0,4,5,3+,8,North-East,Relatively New,2850.0,0,1,0,0,0,Semi-Furnished,0,28.4828937,76.9752804
ss southend floors,Sector 49 ,1.51,16324.0,2,2,2,2,West,Old Property,1063.0,0,1,0,0,0,Semi-Furnished,7,28.41173159972222,77.05196829972222
ireo victory valley,Sector 67 ,4.29,17793.0,3,3,3,8,East,Relatively New,2109.0,0,1,0,0,0,Semi-Furnished,3,28.3906003879758,77.0649715051332
emaar mgf the palm drive,Sector 66 ,5.8,22095.0,4,4,2,10,East,Relatively New,2549.0,0,1,0,0,0,Semi-Furnished,5,28.4008244,77.0536022
bestech park view city,Sector 48 ,3.7,17823.0,4,3,3+,4,North-West,Old Property,2386.0,1,1,0,0,0,Semi-Furnished,7,28.4039233,77.0406158
ramprastha the atrium,Sector 37D ,1.18,9958.0,3,3,2,13,North-East,Moderately Old,985.0,1,1,0,0,0,Semi-Furnished,9,28.4480257,76.9718547
conscient heritage one,Sector 62 ,4.85,19193.0,4,4,3,12,East,Moderately Old,2300.0,0,1,0,0,0,Semi-Furnished,4,28.402103,77.0888696
ats tourmaline,Sector 109 ,2.2,12571.0,3,3,3+,18,North-East,Relatively New,1466.0,0,0,0,1,0,Semi-Furnished,0,28.51423571379588,77.00471545666022
ats tourmaline,Sector 109 ,3.1,11992.0,3,4,3+,8,East,Relatively New,2100.0,0,1,0,0,1,Unknown,0,28.5164353,77.0043212
satya the hermitage,Sector 103 ,1.78,9529.0,3,3,3+,5,South-East,Relatively New,1665.0,0,1,0,0,0,Semi-Furnished,0,28.4950119,76.9889988
signature global city 92,Sector 92 ,1.28,11732.0,3,2,3,3,South-East,New Property,972.0,1,0,0,0,0,Semi-Furnished,3,28.40971755555556,76.91771697222222
m3m soulitude,Sector 89 ,1.68,11230.0,3,3,2,4,South-East,New Property,1126.0,0,0,0,1,0,Unknown,0,28.4187401,76.9476583
ramprastha the edge towers,Sector 37D ,1.18,8551.0,2,2,3,4,North-East,Relatively New,1230.0,0,0,0,0,1,Semi-Furnished,3,28.4465772,76.9689239
central park resorts,Sector 48 ,5.2,31194.0,2,2,3+,9,East,Relatively New,1486.0,1,0,0,0,1,Semi-Furnished,4,28.4254994,77.0335915
dlf the skycourt,Sector 86 ,2.35,12182.0,3,3,1,12,East,Relatively New,1719.0,1,0,0,0,1,Unknown,0,28.39825,76.9373177
emaar mgf emerald floors premier,Sector 65 ,2.85,17273.0,3,3,3,2,North-East,Relatively New,1897.0,0,1,0,0,0,Semi-Furnished,0,28.3973916,77.0680412
emaar palm gardens,Sector 83 ,2.19,12733.0,3,2,3,12,East,Moderately Old,1396.0,0,1,0,0,0,Unknown,6,28.39493611111111,76.97379444444445
awho shanti vihar,Sector 95 ,1.75,10000.0,3,3,3+,8,East,Relatively New,1408.0,0,0,0,1,0,Semi-Furnished,21,28.414414399722222,76.92488389972223
dlf regal gardens,Sector 90 ,2.84,12764.0,4,4,3+,15,North-East,Relatively New,2000.0,0,1,0,0,0,Semi-Furnished,24,28.4066961,76.9333357
emaar mgf the palm drive,Sector 66 ,3.95,20256.0,3,3,2,8,East,Moderately Old,1920.0,0,1,0,0,0,Semi-Furnished,24,28.4017484,77.0515269
experion windchants,Sector 112 ,7.38,15223.0,4,4,3,10,North,New Property,4840.0,0,1,0,0,0,Semi-Furnished,8,28.51847777777777,77.01491111111112
shree vardhman victoria,Sector 70 ,2.3,11795.0,3,5,3,7,North-East,Relatively New,1536.0,0,1,0,0,0,Semi-Furnished,24,28.3938333,77.0186629
emaar imperial gardens,Sector 102 ,2.38,11753.0,3,4,1,10,North-East,Relatively New,1624.0,0,1,0,0,0,Semi-Furnished,4,28.4804295,76.9700395
bestech park view grand spa,Sector 81 ,4.5,12968.0,4,6,3+,12,North-East,Relatively New,2950.0,1,1,0,0,0,Semi-Furnished,0,28.3927984,76.9476365
kashish manor one,Sector 111 ,1.98,11545.0,2,3,3,10,North-East,Relatively New,1363.0,0,1,0,0,0,Semi-Furnished,3,28.52473105949842,77.04023282894872
dlf royal residences,Golf Course Road,7.45,34491.0,4,5,2,1,North-East,New Property,2483.0,0,1,0,0,0,Semi-Furnished,0,28.46561349972222,77.09421619999999
ireo the grand arch,sector 58 ,3.3,20308.0,2,2,1,2,East,Moderately Old,1400.0,1,0,0,0,0,Semi-Furnished,24,28.4130163,77.1127952
tulip violet,Sector 69 ,3.3,16751.0,4,4,1,12,North-East,New Property,2264.0,1,0,0,0,0,Furnished,7,28.39153852924728,77.03230399235562
godrej air,Sector 85 ,2.98,13997.0,3,3,2,16,North,New Property,2447.0,1,0,0,0,0,Semi-Furnished,0,28.40650277777777,76.95200277777778
hero homes,Sector 104 ,2.5,14802.0,3,3,3,22,North,New Property,1464.0,0,0,0,1,0,Semi-Furnished,10,28.482979989356387,76.99329395360503
orris aster court,Sector 85 ,1.38,8696.0,3,3,3,9,South,Relatively New,1483.0,0,0,0,0,1,Semi-Furnished,3,28.4044542,76.9503379
ireo skyon,Sector 60 ,4.25,20782.0,3,4,3,9,South-West,Relatively New,1842.0,0,1,0,0,0,Semi-Furnished,22,28.400977164007205,77.09681378524417
paras irene,Sector 70A ,2.75,15027.0,3,3,3,7,North,Moderately Old,1550.0,0,1,0,0,0,Semi-Furnished,22,28.3845121,77.0178638
smart world orchard,Sector 61 ,2.68,16442.0,3,3,3,3,East,New Property,1600.0,0,0,1,0,0,Semi-Furnished,20,28.4093396,77.1006204
tata primanti,Sector 72 ,4.95,17040.0,4,4,3+,22,North-East,Relatively New,3339.0,0,1,0,0,0,Furnished,25,28.40615,77.03587222222222
tulip yellow,Sector 69 ,2.25,13204.0,3,3,3+,23,East,Relatively New,1466.0,0,1,0,0,0,Unknown,0,28.39382465936709,77.03695664375563
m3m golf hills,Sector 79 ,4.0,14898.0,4,4,3+,10,West,Under Construction,2393.0,0,1,0,1,0,Unknown,1,28.378663910063867,76.9933271282215
conscient elevate,Sector 59 ,5.15,24582.0,3,3,3+,15,East,New Property,2005.0,0,0,0,0,1,Semi-Furnished,0,28.4086586,77.10572699999999
dlf the primus,Sector 82A ,2.75,15127.0,3,3,3+,10,East,Moderately Old,1694.0,0,0,0,0,1,Furnished,18,28.3868908,76.965703
dlf princeton estate,DLF Phase 5,2.8,28000.0,3,2,1,5,East,Old Property,1149.0,0,0,0,0,1,Unknown,3,28.44838,77.09633
raheja navodaya,Sector 92 ,1.57,8486.0,4,3,3,9,South-East,Moderately Old,1850.0,0,0,0,0,1,Semi-Furnished,3,28.407789,76.915274
mahindra luminare,Sector 59 ,7.3,24456.0,3,4,2,5,South-East,Relatively New,2660.0,0,1,0,0,0,Furnished,0,28.4097737,77.1085189
indiabulls enigma,Sector 110 ,5.75,15013.0,5,6,3+,7,West,Relatively New,3414.0,0,1,0,0,0,Unknown,16,28.5017212,77.0107981
emaar mgf palm terraces select,Sector 66 ,4.05,16805.0,4,5,3+,5,East,Relatively New,2000.0,0,1,0,0,0,Semi-Furnished,22,28.4014376,77.0544513
tulip yellow,Sector 69 ,2.27,13322.0,3,3,3+,15,East,New Property,1466.0,0,1,0,0,0,Unknown,18,28.3933858,77.0360436
smart world gems,Sector 89 ,1.64,10977.0,3,3,2,2,East,New Property,1332.0,1,0,0,0,1,Unknown,6,28.42418333333333,76.94541111111111
bptp mansions park prime,Sector 66 ,3.9,12812.0,4,3,3,10,North,Relatively New,2764.0,0,1,0,0,0,Furnished,22,28.3937415,77.0594938
ats kocoon,Sector 109 ,4.5,14778.0,4,5,3+,3,North,Relatively New,2620.0,0,1,0,0,0,Unknown,0,28.508647222222223,77.00299166666667
bestech park view spa next,Sector 67 ,3.1,16021.0,3,4,3+,9,North,Moderately Old,1724.0,0,1,0,0,0,Semi-Furnished,9,28.389333378175586,77.055900066989
signature global city 81,Sector 81 ,1.25,8621.0,3,2,2,3,East,Relatively New,1292.0,0,0,1,0,0,Semi-Furnished,0,28.3886911,76.94847370000001
dlf the primus,Sector 82A ,2.9,16120.0,3,3,3+,15,North-East,Relatively New,1686.0,0,0,1,0,0,Furnished,0,28.38678611111111,76.96558055555556
bptp park serene,Sector 37D ,2.05,11301.0,3,3,3,8,North-East,Relatively New,1750.0,0,0,0,1,0,Semi-Furnished,0,28.453502,76.9748146
signature the roselia,Sector 95A ,0.62,10896.0,2,2,2,9,North,Relatively New,654.0,0,0,0,1,0,Semi-Furnished,6,28.4234395,76.9176404
bestech park view grand spa,Sector 81 ,4.52,13026.0,4,6,3+,9,North-East,Moderately Old,3150.0,0,1,0,0,0,Semi-Furnished,25,28.3937323,76.9490025
smart world orchard,Sector 61 ,2.22,13620.0,3,3,2,3,North-East,New Property,1874.0,1,0,0,1,0,Semi-Furnished,0,28.408398378455512,77.09869384535764
jammu and kashmir bank employees cghs,Sector 9A ,1.69,8645.0,3,3,2,4,East,New Property,1950.0,1,0,1,0,0,Semi-Furnished,6,28.46761839972222,76.9915952
m3m heights,Sector 65 ,2.6,20619.0,2,2,3,12,North,Relatively New,1250.0,0,0,0,0,1,Semi-Furnished,0,28.4047004,77.0645664
ireo the grand arch,sector 58 ,7.69,26851.0,4,5,3+,16,East,Moderately Old,2512.0,0,1,0,0,0,Semi-Furnished,0,28.412446217058346,77.11196160920734
ireo uptown,Sector 66 ,2.45,16644.0,2,3,3,16,South-East,Relatively New,1470.0,0,1,0,0,1,Semi-Furnished,0,28.39843261386111,77.06001285463888
ramprastha primera,Sector 37D ,1.78,9889.0,3,3,3,5,South,Relatively New,1664.0,0,0,0,1,0,Semi-Furnished,0,28.45213,76.97316620000001
ramprastha primera,Sector 37D ,1.75,9722.0,3,3,3+,12,North,Relatively New,1434.0,0,0,0,1,0,Semi-Furnished,0,28.451978571055555,76.9730861485
suncity platinum towers,MG Road,9.51,30190.0,4,6,3+,11,North,New Property,2500.0,1,1,0,1,0,Furnished,1,28.475761111111108,77.0737
sobha city,Sector 108 ,5.05,21554.0,3,5,2,12,North,Relatively New,1913.0,0,1,0,0,0,Semi-Furnished,2,28.479251,76.973697
ats triumph,Sector 104 ,2.82,12314.0,3,3,3+,10,North-East,Relatively New,1862.0,0,1,0,0,0,Semi-Furnished,3,28.477248535402,76.986079172918
smartworld sky arc,Sector 69 ,4.6,19533.0,3,2,0,23,North-East,Under Construction,2355.0,0,1,0,0,0,Unknown,0,28.3976154,77.0382549
bestech park view city 2,Sector 49 ,3.9,18097.0,4,3,3+,7,West,Old Property,2154.0,1,1,0,0,0,Semi-Furnished,0,28.402766666666665,77.04557777777778
emaar palm gardens,Sector 83 ,2.55,13784.0,3,4,3+,9,North-East,Moderately Old,1542.0,1,1,0,0,0,Semi-Furnished,11,28.39433333333333,76.97511944444445
conscient heritage max,Sector 102 ,2.5,12873.0,3,4,3+,11,North-East,Moderately Old,1731.0,0,1,0,0,0,Semi-Furnished,13,28.4710643,76.9714104
m3m woodshire,Sector 107 ,1.8,9264.0,3,3,3+,10,North-East,Relatively New,1691.0,0,0,0,1,0,Semi-Furnished,0,28.51382898048029,76.97441849474241
bestech altura,Sector 79 ,3.41,12748.0,4,4,2,6,East,New Property,2384.0,0,1,0,0,1,Semi-Furnished,4,28.3572411,76.9738345
paras the manor,Gwal Pahari,10.45,22000.0,4,5,3+,15,East,Under Construction,5460.0,0,1,0,0,0,Unknown,8,28.437784,77.133996
bestech park view ananda,Sector 81 ,1.86,11205.0,3,2,3+,3,South,Old Property,1362.0,0,1,0,0,0,Semi-Furnished,0,28.390002777777777,76.95193611111111
dlf park place,Sector 54 ,6.65,33535.0,3,3,3,6,North-West,Moderately Old,1803.0,0,1,0,0,0,Furnished,11,28.4438088,77.1077955
parsvnath exotica,Sector 53 ,8.5,25074.0,4,4,3+,6,North-East,New Property,2500.0,0,1,0,1,0,Semi-Furnished,10,28.444914680073506,77.09802843254275
godrej meridien,Sector 106 ,3.04,16388.0,3,3,3+,15,North,New Property,1653.0,0,1,0,1,0,Semi-Furnished,6,28.507094444444444,76.989125
godrej vrikshya,Sector 103 ,5.1,20988.0,3,3,3,6,North,Under Construction,2166.0,0,1,0,0,0,Semi-Furnished,3,28.495067,76.974551
dlf new town heights 2,Sector 86 ,2.42,10237.0,4,4,3,9,North-East,Moderately Old,2000.0,0,0,0,1,0,Semi-Furnished,0,28.402241666666665,76.9384
elan the presidential,Sector 106 ,5.35,17398.0,4,4,3+,11,East,Relatively New,1978.0,0,1,0,0,0,Unknown,2,28.51612280555556,76.99389647222222
m3m capital,Sector 113  ,3.3,16019.0,4,4,3+,18,East,Relatively New,1836.0,1,1,0,0,0,Unknown,0,28.5259041,77.0261353
khushboo apartment,Sector 9A ,1.78,9889.0,3,3,3+,7,East,Old Property,1779.0,1,1,0,0,0,Semi-Furnished,13,28.47112979972222,76.996609
dlf the skycourt,Sector 86 ,2.25,11664.0,3,3,1,19,East,Relatively New,1600.0,1,1,0,0,0,Semi-Furnished,6,28.3984281,76.9372386
sobha city,Sector 108 ,2.81,20348.0,2,2,2,9,North-East,Relatively New,1103.0,1,1,0,0,0,Semi-Furnished,0,28.517646777777777,76.99637602777779
pioneer urban presidia,Sector 62 ,10.9,24874.0,5,4,3+,8,North,Relatively New,4350.0,1,1,0,0,1,Semi-Furnished,0,28.4120042,77.0896745
tata primanti,Sector 72 ,6.25,19231.0,4,4,3+,G,North,New Property,2800.0,0,1,0,0,0,Semi-Furnished,24,28.4064766,77.0356014
experion windchants,Sector 112 ,5.85,15546.0,3,3,3,15,North,New Property,3760.0,0,1,0,1,0,Semi-Furnished,0,28.51847777777777,77.01491111111112
dlf garden city floors,Sector 92 ,2.8,15135.0,4,4,3,2,East,Relatively New,2126.0,0,1,1,0,0,Semi-Furnished,14,28.405404176894,76.919140700073
bestech park view city 2,Sector 49 ,4.3,18044.0,4,5,3+,6,North-East,Old Property,2124.0,0,1,0,0,0,Semi-Furnished,0,28.40272759348267,77.04525997061413
ireo skyon,Sector 60 ,4.05,19804.0,3,4,3,8,South-West,Relatively New,1831.0,0,1,0,0,0,Semi-Furnished,22,28.400596457673856,77.09682252580576
shree vardhman victoria,Sector 70 ,2.6,13333.0,3,5,3,4,South-West,Relatively New,1536.0,0,1,0,0,0,Semi-Furnished,0,28.39380555555556,77.01763055555556
tulip purple,Sector 69 ,2.76,11500.0,4,5,3+,9,North,Moderately Old,2130.0,0,1,0,0,0,Unknown,21,28.3962134,77.032061
unitech the residences,Shiv Colony,1.63,14886.0,2,2,2,2,North-East,Old Property,1000.0,0,0,1,0,0,Semi-Furnished,6,28.4294208,77.0289519
paras dews,Sector 106 ,2.15,11322.0,3,3,3+,10,North-East,Relatively New,1693.0,1,0,0,0,0,Semi-Furnished,0,28.498045,76.99868397222222
county the center court,Sector 88A ,2.1,13419.0,3,2,3+,10,East,New Property,1260.0,1,0,0,0,0,Unknown,25,28.4306739,76.9520207
adani m2k oyster grande,Sector 102 ,2.32,13736.0,3,3,2,18,East,Moderately Old,1505.0,0,1,0,0,0,Semi-Furnished,3,28.481634936083243,76.97228906826349
godrej meridien,Sector 106 ,3.05,15235.0,3,3,3+,18,North-East,New Property,1784.0,0,1,0,0,0,Semi-Furnished,3,28.50700592609393,76.98852360248566
m3m merlin,Sector 67 ,3.7,18075.0,3,3,3+,4,West,Moderately Old,1774.0,0,1,0,0,0,Semi-Furnished,4,28.3894289,77.0589087
godrej air,Sector 85 ,2.1,14947.0,2,2,3,15,North-East,New Property,1252.0,0,1,0,0,0,Semi-Furnished,6,28.406578,76.9511252
pareena mi casa,Sector 68 ,1.65,13253.0,2,2,3,10,East,Relatively New,1110.0,0,0,0,1,0,Semi-Furnished,11,28.38832,77.0421883
ireo the grand arch,sector 58 ,7.0,23279.0,3,5,3+,7,North-East,Moderately Old,2700.0,1,1,1,1,0,Semi-Furnished,0,28.41271111111111,77.11214166666666
dlf regal gardens,Sector 90 ,2.0,11364.0,3,3,3,14,East,Moderately Old,1500.0,1,1,1,1,0,Semi-Furnished,0,28.4070221,76.9352704
tulip orange,Sector 70 ,1.75,12178.0,3,3,3,2,South,Moderately Old,1008.0,1,1,1,1,0,Semi-Furnished,3,28.396416255085526,77.02802831089028
unitech harmony,Nirvana Country,3.55,13498.0,3,4,2,11,East,Moderately Old,2620.0,0,1,0,1,1,Furnished,25,28.410425,77.0580017
dlf new town heights 1,Sector 90 ,2.12,10984.0,3,3,3+,7,West,Moderately Old,1751.0,0,1,0,1,0,Semi-Furnished,0,28.407260999722222,76.92994559972223
ireo uptown,Sector 66 ,3.4,18162.0,3,3,3,10,North,Moderately Old,1870.0,0,1,0,0,0,Semi-Furnished,0,28.39843261386111,77.06001285463888
pioneer park,Sector 61 ,5.0,19608.0,4,4,3+,8,North-East,Moderately Old,2016.0,1,1,0,0,0,Furnished,9,28.4129144335512,77.09268518518518
sobha city,Sector 108 ,2.95,21361.0,2,2,2,15,East,Relatively New,1103.0,1,1,0,0,0,Unknown,11,28.516395555555555,76.99411772222223
conscient elevate,Sector 59 ,5.15,24582.0,3,3,3,8,East,New Property,2408.0,1,0,0,1,0,Semi-Furnished,7,28.40852805555556,77.10868972222222
m3m capital,Sector 113  ,3.24,15728.0,4,4,3+,16,North-East,New Property,2368.0,1,0,0,0,0,Semi-Furnished,0,28.525724862461733,77.0269533282774
smart world orchard,Sector 61 ,2.8,17210.0,3,2,2,2,East,New Property,1450.0,1,0,0,0,0,Semi-Furnished,7,28.40931495462518,77.10023727267885
mapsko royale ville,Sector 82 ,1.85,10335.0,3,4,2,8,West,Relatively New,1550.0,0,1,0,1,0,Semi-Furnished,4,28.3960061,76.9627487
m3m woodshire,Sector 107 ,1.32,9663.0,2,2,3+,6,West,Relatively New,1217.0,0,1,0,1,0,Semi-Furnished,7,28.514725,76.973355
ireo the grand arch,sector 58 ,3.25,23636.0,2,2,1,16,East,Relatively New,1202.0,0,0,1,0,0,Semi-Furnished,0,28.41347349147866,77.1134877257926
emaar digihomes,Sector 62 ,5.5,21252.0,3,3,3,5,East,New Property,2975.0,1,1,0,1,0,Semi-Furnished,0,28.403870277777777,77.08547333333333
the close north,Nirvana Country,3.55,16667.0,3,3,3,4,North,Moderately Old,2120.0,0,0,0,0,1,Semi-Furnished,16,28.4152304,77.0686065
tulip yellow,Sector 69 ,2.27,13322.0,3,3,3+,19,East,Relatively New,1466.0,1,0,0,0,0,Unknown,0,28.4007405,77.0289195
vipul lavanya,Sector 81 ,1.39,9085.0,3,3,3,7,North,Moderately Old,1371.0,1,0,0,0,0,Semi-Furnished,0,28.3871694,76.9406138
m3m heights,Sector 65 ,3.4,18600.0,3,3,3,18,East,Relatively New,1749.0,0,0,0,1,0,Semi-Furnished,7,28.4054101,77.0661466
emaar mgf the palm drive,Sector 66 ,3.99,21000.0,3,3,3,12,East,Moderately Old,1693.0,0,1,0,0,0,Semi-Furnished,13,28.400659308416664,77.05167755483333
signature global city 63a,Sector 63A ,2.6,17687.0,3,3,2,1,North-East,New Property,1246.0,0,1,0,1,0,Semi-Furnished,6,28.393183,77.0922027
signature global park,Sohna,0.85,10341.0,2,2,1,2,North-East,New Property,733.0,0,1,0,1,0,Unknown,0,28.2882479,77.0622443
bestech park view spa next,Sector 67 ,3.6,15319.0,4,5,3,9,East,Relatively New,2290.0,0,1,0,0,0,Semi-Furnished,7,28.39006435586036,77.05521701512086
unitech fresco,Nirvana Country,2.6,13852.0,3,4,3+,16,North-East,Moderately Old,1848.0,0,1,0,0,0,Furnished,20,28.4152,77.05976111111111
emaar imperial gardens,Sector 102 ,2.44,12200.0,3,3,3+,9,North-East,Relatively New,1783.0,0,1,0,0,1,Semi-Furnished,0,28.4795489,76.9682721
city cooperative society,Sector 56 ,2.4,10667.0,3,3,3,1,North,Old Property,1870.0,0,0,0,1,0,Semi-Furnished,0,28.4221511,77.1066512
godrej air,Sector 85 ,3.9,15006.0,4,5,3+,5,North-East,New Property,2279.0,1,1,0,0,0,Semi-Furnished,0,28.407092777777777,76.95155277777778
ats triumph,Sector 104 ,3.2,13974.0,3,3,3+,14,North-East,Moderately Old,1862.0,0,1,0,0,0,Semi-Furnished,3,28.477248535402,76.986079172918
elan the presidential,Sector 106 ,6.08,17909.0,4,4,3+,16,West,Relatively New,2038.0,0,1,0,0,0,Unknown,2,28.479251,76.973697
m3m crown,Sector 111 ,2.49,15514.0,3,3,3,11,East,Relatively New,1430.0,1,0,0,0,0,Unknown,0,28.5324813,77.01872919972222
bptp terra,Sector 37D ,2.25,12424.0,3,3,3,6,North-East,Relatively New,1511.0,0,0,0,1,0,Semi-Furnished,0,28.45639104647222,76.97349887341667
county the center court,Sector 88A ,2.75,14398.0,3,3,3+,18,North,New Property,1529.56,0,0,0,1,0,Semi-Furnished,0,28.4306964,76.952308
experion windchants,Sector 112 ,4.45,15882.0,3,3,2,18,North,New Property,2225.0,0,1,0,0,0,Semi-Furnished,11,28.512651665858844,77.01777018602958
central park resorts,Sector 48 ,4.25,28428.0,2,2,2,11,West,Relatively New,1045.0,1,0,0,0,0,Semi-Furnished,0,28.42471666666667,77.033325
pareena mi casa,Sector 68 ,1.02,11792.0,2,2,2,16,North-East,New Property,759.0,1,0,0,0,0,Semi-Furnished,6,28.3875682,77.0424448
godrej nature plus,Sector-33 Sohna,1.4,10108.0,2,2,3+,7,North-East,Relatively New,1592.0,1,0,0,0,0,Unknown,6,28.2785911,77.0689622
paras dews,Sector 106 ,2.45,10403.0,4,6,3+,12,North-East,Moderately Old,1535.0,0,1,0,0,0,Unknown,0,28.4987352,77.0000388
sobha city,Sector 108 ,3.45,20164.0,3,3,2,7,North-East,Relatively New,1401.0,0,1,0,0,0,Semi-Furnished,6,28.516971447322216,76.99529151483247
vatika city homes,Sector 83 ,1.35,9963.0,2,2,3,5,North,Moderately Old,1227.0,0,0,0,0,1,Semi-Furnished,4,28.395585,76.96759919972223
ashiana mulberry,Sohna,1.27,10496.0,2,2,3+,3,North,Relatively New,940.0,1,0,0,0,0,Semi-Furnished,8,28.27172222222222,77.06621666666666
ss the leaf,Sector 85 ,1.85,11280.0,2,2,3,15,North-East,Relatively New,1400.0,1,0,0,0,0,Semi-Furnished,4,28.409169190703054,76.95432370112452
umang winter hills,Sector 77 ,1.4,10432.0,2,2,2,2,North-East,Relatively New,1196.0,1,0,0,0,0,Semi-Furnished,11,28.38214444444445,76.97964444444445
dlf windsor court,DLF Phase 4,9.0,30612.0,4,4,3+,21,North-East,Old Property,3379.0,0,1,0,0,0,Semi-Furnished,1,28.463775972222223,77.08580497222222
tata primanti,Sector 72 ,5.35,18417.0,4,5,3+,29,North,Relatively New,2200.0,0,1,0,0,0,Semi-Furnished,24,28.4045513,77.0357753
pareena mi casa,Sector 68 ,1.84,12407.0,3,2,3,4,East,New Property,1195.0,0,0,0,0,1,Semi-Furnished,0,28.3881859,77.0417933
gls arawali homes,Sohna,0.43,9034.0,2,2,2,3,South,Relatively New,457.0,1,1,0,1,0,Unknown,4,28.2607809,77.0837279
shree vardhman victoria,Sector 70 ,2.25,11538.0,3,5,3+,11,North,Relatively New,1650.0,0,1,0,0,1,Semi-Furnished,0,28.394127777777776,77.01940833333333
